trial_key,subject_id,cross_subject_split,condition_category,condition_id,condition_name,repetition,release_status,exclusion_reason,relative_path,amg_rows,semg_rows,motion_rows,common_duration_s,auditory_cue_record_available,auditory_cue_event_count,auditory_cue_onsets_s_relative_to_shared_trial_origin,auditory_cue_used_for_benchmark_alignment
user06|functional_action|deadlift|A1,user06,train,functional_action,deadlift,Deadlift,A1,released,,data/trials/user06/functional_action/deadlift/A1.npz,21934.0,13709.0,1234.0,13.70843267440796,True,3.0,"[1.6938354969024658,5.738417625427246,9.781485557556152]",False
user06|functional_action|deadlift|A2,user06,train,functional_action,deadlift,Deadlift,A2,released,,data/trials/user06/functional_action/deadlift/A2.npz,22028.0,13768.0,1239.0,13.767829418182371,True,3.0,"[1.7431442737579346,5.803426265716553,9.739431381225586]",False
user06|functional_action|deadlift|A3,user06,train,functional_action,deadlift,Deadlift,A3,released,,data/trials/user06/functional_action/deadlift/A3.npz,22059.0,13788.0,1241.0,13.787062644958496,True,3.0,"[1.7327876091003418,5.775794506072998,9.731116533279419]",False
user06|functional_action|deadlift|A4,user06,train,functional_action,deadlift,Deadlift,A4,released,,data/trials/user06/functional_action/deadlift/A4.npz,22005.0,13753.0,1238.0,13.753246545791626,True,3.0,"[1.7276673316955566,5.771273374557495,9.816272497177124]",False
user06|functional_action|deep_squat|A1,user06,train,functional_action,deep_squat,Deep Squat,A1,released,,data/trials/user06/functional_action/deep_squat/A1.npz,22097.0,13810.0,1243.0,13.810495138168337,True,3.0,"[1.7324512004852295,5.785783052444458,9.727859020233154]",False
user06|functional_action|deep_squat|A2,user06,train,functional_action,deep_squat,Deep Squat,A2,released,,data/trials/user06/functional_action/deep_squat/A2.npz,22170.0,13857.0,1248.0,13.856273889541626,True,3.0,"[1.814192771911621,5.8538978099823,9.889936685562134]",False
user06|functional_action|deep_squat|A3,user06,train,functional_action,deep_squat,Deep Squat,A3,released,,data/trials/user06/functional_action/deep_squat/A3.npz,22256.0,13910.0,1252.0,13.90976071357727,True,3.0,"[1.7914364337921143,5.8324503898620605,9.877419471740723]",False
user06|functional_action|deep_squat|A4,user06,train,functional_action,deep_squat,Deep Squat,A4,released,,data/trials/user06/functional_action/deep_squat/A4.npz,22091.0,13807.0,1243.0,13.806870222091677,True,3.0,"[1.7631890773773193,5.816277265548706,9.75995922088623]",False
user06|functional_action|forward_lunge|A1,user06,train,functional_action,forward_lunge,Forward Lunge,A1,released,,data/trials/user06/functional_action/forward_lunge/A1.npz,21983.0,13739.0,1237.0,13.739449501037598,True,3.0,"[1.7019424438476562,5.7412755489349365,9.778972625732422]",False
user06|functional_action|forward_lunge|A2,user06,train,functional_action,forward_lunge,Forward Lunge,A2,released,,data/trials/user06/functional_action/forward_lunge/A2.npz,22137.0,13836.0,1246.0,13.835306406021118,True,3.0,"[1.9291424751281738,5.952541351318359,9.988118410110474]",False
user06|functional_action|forward_lunge|A3,user06,train,functional_action,forward_lunge,Forward Lunge,A3,released,,data/trials/user06/functional_action/forward_lunge/A3.npz,21912.0,13695.0,1233.0,13.695267677307127,True,3.0,"[1.7164957523345947,5.744470596313477,9.784312725067139]",False
user06|functional_action|forward_lunge|A4,user06,train,functional_action,forward_lunge,Forward Lunge,A4,released,,data/trials/user06/functional_action/forward_lunge/A4.npz,22059.0,13786.0,1241.0,13.78675413131714,True,3.0,"[1.80320405960083,5.844515085220337,9.896090030670166]",False
user06|functional_action|heel_raise|A1,user06,train,functional_action,heel_raise,Heel Raise,A1,released,,data/trials/user06/functional_action/heel_raise/A1.npz,22061.0,13788.0,1241.0,13.788412809371948,True,3.0,"[1.7650866508483887,5.806013584136963,9.85024881362915]",False
user06|functional_action|heel_raise|A2,user06,train,functional_action,heel_raise,Heel Raise,A2,released,,data/trials/user06/functional_action/heel_raise/A2.npz,21992.0,13745.0,1237.0,13.745094299316406,True,3.0,"[1.7476282119750977,5.789265394210815,9.748506307601929]",False
user06|functional_action|heel_raise|A3,user06,train,functional_action,heel_raise,Heel Raise,A3,released,,data/trials/user06/functional_action/heel_raise/A3.npz,22125.0,13828.0,1245.0,13.827976942062378,True,3.0,"[1.8041038513183594,5.852216720581055,9.800429821014404]",False
user06|functional_action|heel_raise|A4,user06,train,functional_action,heel_raise,Heel Raise,A4,released,,data/trials/user06/functional_action/heel_raise/A4.npz,22136.0,13835.0,1246.0,13.834575176239014,True,3.0,"[1.7500801086425781,5.797530174255371,9.747246265411377]",False
user06|functional_action|left_lunge|A1,user06,train,functional_action,left_lunge,Left Lunge,A1,released,,data/trials/user06/functional_action/left_lunge/A1.npz,22607.0,14129.0,1272.0,14.12920618057251,True,3.0,"[1.790945053100586,5.840276002883911,9.873239994049072]",False
user06|functional_action|left_lunge|A2,user06,train,functional_action,left_lunge,Left Lunge,A2,released,,data/trials/user06/functional_action/left_lunge/A2.npz,22856.0,14285.0,1286.0,14.28523087501526,True,3.0,"[1.7719826698303223,5.81562066078186,9.866149663925171]",False
user06|functional_action|left_lunge|A3,user06,train,functional_action,left_lunge,Left Lunge,A3,released,,data/trials/user06/functional_action/left_lunge/A3.npz,22740.0,14213.0,1280.0,14.212750434875488,True,3.0,"[1.8798491954803467,5.9174721240997314,9.955666303634644]",False
user06|functional_action|left_lunge|A4,user06,train,functional_action,left_lunge,Left Lunge,A4,released,,data/trials/user06/functional_action/left_lunge/A4.npz,22722.0,14202.0,1279.0,14.2016441822052,True,3.0,"[1.759871006011963,5.79973292350769,9.846796035766602]",False
user06|functional_action|quiet_sit|A1,user06,train,functional_action,quiet_sit,Quiet Sit,A1,released,,data/trials/user06/functional_action/quiet_sit/A1.npz,22112.0,13820.0,1244.0,13.820311069488524,True,3.0,"[1.8324120044708252,5.886851072311401,9.833620071411133]",False
user06|functional_action|quiet_sit|A2,user06,train,functional_action,quiet_sit,Quiet Sit,A2,released,,data/trials/user06/functional_action/quiet_sit/A2.npz,22130.0,13831.0,1245.0,13.83157992362976,True,3.0,"[1.7504448890686035,5.797898769378662,9.841803789138794]",False
user06|functional_action|quiet_sit|A3,user06,train,functional_action,quiet_sit,Quiet Sit,A3,released,,data/trials/user06/functional_action/quiet_sit/A3.npz,21977.0,13736.0,1237.0,13.735703468322754,True,3.0,"[1.7665033340454102,5.80048131942749,9.837259292602539]",False
user06|functional_action|quiet_sit|A4,user06,train,functional_action,quiet_sit,Quiet Sit,A4,released,,data/trials/user06/functional_action/quiet_sit/A4.npz,22030.0,13769.0,1240.0,13.769103288650513,True,3.0,"[1.7117891311645508,5.749032258987427,9.791247129440308]",False
user06|functional_action|quiet_stand|A1,user06,train,functional_action,quiet_stand,Quiet Stand,A1,released,,data/trials/user06/functional_action/quiet_stand/A1.npz,22170.0,13857.0,1248.0,13.85646915435791,True,3.0,"[1.7884070873260498,5.829540014266968,9.861083984375]",False
user06|functional_action|quiet_stand|A2,user06,train,functional_action,quiet_stand,Quiet Stand,A2,released,,data/trials/user06/functional_action/quiet_stand/A2.npz,22103.0,13815.0,1244.0,13.814579486846924,True,3.0,"[2.063229560852051,6.104333400726318,10.15305757522583]",False
user06|functional_action|quiet_stand|A3,user06,train,functional_action,quiet_stand,Quiet Stand,A3,released,,data/trials/user06/functional_action/quiet_stand/A3.npz,22013.0,13758.0,1239.0,13.758135318756104,True,3.0,"[1.847465991973877,5.889472007751465,9.935070037841797]",False
user06|functional_action|quiet_stand|A4,user06,train,functional_action,quiet_stand,Quiet Stand,A4,released,,data/trials/user06/functional_action/quiet_stand/A4.npz,22037.0,13774.0,1240.0,13.77344822883606,True,3.0,"[1.745758295059204,5.790674209594727,9.831604242324829]",False
user06|functional_action|single_leg_stance|A1,user06,train,functional_action,single_leg_stance,Single-leg Stance,A1,released,,data/trials/user06/functional_action/single_leg_stance/A1.npz,22609.0,14130.0,1272.0,14.130373477935793,True,3.0,"[1.6952323913574219,5.730527400970459,9.779088258743286]",False
user06|functional_action|single_leg_stance|A2,user06,train,functional_action,single_leg_stance,Single-leg Stance,A2,released,,data/trials/user06/functional_action/single_leg_stance/A2.npz,22623.0,14139.0,1273.0,14.13910961151123,True,3.0,"[1.7747914791107178,5.810530662536621,9.863368511199951]",False
user06|functional_action|single_leg_stance|A3,user06,train,functional_action,single_leg_stance,Single-leg Stance,A3,released,,data/trials/user06/functional_action/single_leg_stance/A3.npz,22889.0,14305.0,1288.0,14.30547046661377,True,3.0,"[1.7585372924804688,5.798583269119263,9.845385313034058]",False
user06|functional_action|single_leg_stance|A4,user06,train,functional_action,single_leg_stance,Single-leg Stance,A4,released,,data/trials/user06/functional_action/single_leg_stance/A4.npz,22755.0,14222.0,1280.0,14.221581220626833,True,3.0,"[1.7288179397583008,5.787683010101318,9.732579946517944]",False
user06|functional_action|stair_ascent|A1,user06,train,functional_action,stair_ascent,Stair Ascent,A1,released,,data/trials/user06/functional_action/stair_ascent/A1.npz,22131.0,13832.0,1245.0,13.831979990005491,True,3.0,"[1.8119699954986572,5.855387926101685,9.905519008636475]",False
user06|functional_action|stair_ascent|A2,user06,train,functional_action,stair_ascent,Stair Ascent,A2,released,,data/trials/user06/functional_action/stair_ascent/A2.npz,22124.0,13827.0,1245.0,13.827439546585085,True,3.0,"[1.83553147315979,5.8974573612213135,9.841790437698364]",False
user06|functional_action|stair_ascent|A3,user06,train,functional_action,stair_ascent,Stair Ascent,A3,released,,data/trials/user06/functional_action/stair_ascent/A3.npz,22094.0,13808.0,1243.0,13.808467864990234,True,3.0,"[1.8062717914581299,5.844798803329468,9.881829738616943]",False
user06|functional_action|stair_ascent|A4,user06,train,functional_action,stair_ascent,Stair Ascent,A4,released,,data/trials/user06/functional_action/stair_ascent/A4.npz,22034.0,13771.0,1240.0,13.771148443222046,True,3.0,"[1.8021743297576904,5.861255407333374,9.807512283325195]",False
user06|functional_action|stand_sit_transition|A1,user06,train,functional_action,stand_sit_transition,Stand-sit transition,A1,released,,data/trials/user06/functional_action/stand_sit_transition/A1.npz,22038.0,13773.0,1240.0,13.773561477661133,True,3.0,"[1.7171821594238281,5.757686376571655,9.795411348342896]",False
user06|functional_action|stand_sit_transition|A2,user06,train,functional_action,stand_sit_transition,Stand-sit transition,A2,released,,data/trials/user06/functional_action/stand_sit_transition/A2.npz,22090.0,13806.0,1243.0,13.806494951248167,True,3.0,"[1.7336299419403076,5.773579835891724,9.817506790161133]",False
user06|functional_action|stand_sit_transition|A3,user06,train,functional_action,stand_sit_transition,Stand-sit transition,A3,released,,data/trials/user06/functional_action/stand_sit_transition/A3.npz,21964.0,13727.0,1236.0,13.727054119110107,True,3.0,"[1.7814688682556152,5.826377868652344,9.869025945663452]",False
user06|functional_action|stand_sit_transition|A4,user06,train,functional_action,stand_sit_transition,Stand-sit transition,A4,released,,data/trials/user06/functional_action/stand_sit_transition/A4.npz,22038.0,13773.0,1240.0,13.773289680480955,True,3.0,"[1.7118704319000244,5.749386548995972,9.79937744140625]",False
user06|functional_action|vertical_jump|A1,user06,train,functional_action,vertical_jump,Vertical Jump,A1,released,,data/trials/user06/functional_action/vertical_jump/A1.npz,22704.0,14190.0,1277.0,14.190368890762327,True,3.0,"[1.7117466926574707,5.768504858016968,9.7060706615448]",False
user06|functional_action|vertical_jump|A2,user06,train,functional_action,vertical_jump,Vertical Jump,A2,released,,data/trials/user06/functional_action/vertical_jump/A2.npz,22682.0,14177.0,1276.0,14.176276206970217,True,3.0,"[1.7323241233825684,5.766535997390747,9.811950206756592]",False
user06|functional_action|vertical_jump|A3,user06,train,functional_action,vertical_jump,Vertical Jump,A3,released,,data/trials/user06/functional_action/vertical_jump/A3.npz,22751.0,14219.0,1280.0,14.21902871131897,True,3.0,"[1.720658540725708,5.7577126026153564,9.737382650375366]",False
user06|functional_action|vertical_jump|A4,user06,train,functional_action,vertical_jump,Vertical Jump,A4,released,,data/trials/user06/functional_action/vertical_jump/A4.npz,22745.0,14215.0,1280.0,14.215064764022827,True,3.0,"[1.9223155975341797,5.956190586090088,10.000189542770386]",False
user06|treadmill_walking|treadmill_walking_1_kmh|A1,user06,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A1,released,,data/trials/user06/treadmill_walking/treadmill_walking_1_kmh/A1.npz,21912.0,13695.0,1233.0,13.695087671279907,True,3.0,"[1.7293355464935303,5.785647630691528,9.729605436325073]",False
user06|treadmill_walking|treadmill_walking_1_kmh|A2,user06,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A2,released,,data/trials/user06/treadmill_walking/treadmill_walking_1_kmh/A2.npz,22003.0,13752.0,1238.0,13.751607179641724,True,3.0,"[1.9248709678649902,5.975099086761475,10.01181411743164]",False
user06|treadmill_walking|treadmill_walking_1_kmh|A3,user06,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A3,released,,data/trials/user06/treadmill_walking/treadmill_walking_1_kmh/A3.npz,21968.0,13730.0,1236.0,13.72999882698059,True,3.0,"[1.8750247955322266,5.917487621307373,9.955200672149658]",False
user06|treadmill_walking|treadmill_walking_1_kmh|A4,user06,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A4,released,,data/trials/user06/treadmill_walking/treadmill_walking_1_kmh/A4.npz,21972.0,13733.0,1236.0,13.73273491859436,True,3.0,"[1.7682077884674072,5.80371880531311,9.841346979141235]",False
user06|treadmill_walking|treadmill_walking_2_kmh|A1,user06,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A1,released,,data/trials/user06/treadmill_walking/treadmill_walking_2_kmh/A1.npz,22123.0,13827.0,1245.0,13.826749563217165,True,3.0,"[1.7666246891021729,5.803972482681274,9.852452516555786]",False
user06|treadmill_walking|treadmill_walking_2_kmh|A2,user06,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A2,released,,data/trials/user06/treadmill_walking/treadmill_walking_2_kmh/A2.npz,21916.0,13697.0,1233.0,13.697042226791382,True,3.0,"[1.7778961658477783,5.82512903213501,9.86740517616272]",False
user06|treadmill_walking|treadmill_walking_2_kmh|A3,user06,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A3,released,,data/trials/user06/treadmill_walking/treadmill_walking_2_kmh/A3.npz,21892.0,13682.0,1232.0,13.682217836380005,True,3.0,"[1.693680763244629,5.771268606185913,9.711925745010376]",False
user06|treadmill_walking|treadmill_walking_2_kmh|A4,user06,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A4,released,,data/trials/user06/treadmill_walking/treadmill_walking_2_kmh/A4.npz,21974.0,13734.0,1236.0,13.733700513839722,True,3.0,"[1.7219696044921875,5.76154351234436,9.793877601623535]",False
user06|treadmill_walking|treadmill_walking_3_kmh|A1,user06,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A1,released,,data/trials/user06/treadmill_walking/treadmill_walking_3_kmh/A1.npz,22006.0,13754.0,1238.0,13.7539541721344,True,3.0,"[1.707185983657837,5.738440036773682,9.781147003173828]",False
user06|treadmill_walking|treadmill_walking_3_kmh|A2,user06,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A2,released,,data/trials/user06/treadmill_walking/treadmill_walking_3_kmh/A2.npz,22018.0,13761.0,1239.0,13.76092290878296,True,3.0,"[1.8545098304748535,5.889416694641113,9.929500818252563]",False
user06|treadmill_walking|treadmill_walking_3_kmh|A3,user06,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A3,released,,data/trials/user06/treadmill_walking/treadmill_walking_3_kmh/A3.npz,21924.0,13703.0,1234.0,13.702653646469116,True,3.0,"[1.7764825820922852,5.812342643737793,9.861303567886353]",False
user06|treadmill_walking|treadmill_walking_3_kmh|A4,user06,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A4,released,,data/trials/user06/treadmill_walking/treadmill_walking_3_kmh/A4.npz,22084.0,13803.0,1243.0,13.802938222885132,True,3.0,"[1.879539966583252,5.926921129226685,9.96746015548706]",False
user06|treadmill_walking|treadmill_walking_4_kmh|A1,user06,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A1,released,,data/trials/user06/treadmill_walking/treadmill_walking_4_kmh/A1.npz,22027.0,13768.0,1239.0,13.767197847366331,True,3.0,"[1.7510967254638672,5.788884878158569,9.750562906265259]",False
user06|treadmill_walking|treadmill_walking_4_kmh|A2,user06,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A2,released,,data/trials/user06/treadmill_walking/treadmill_walking_4_kmh/A2.npz,21946.0,13716.0,1235.0,13.715938806533812,True,3.0,"[1.8087117671966553,5.838949680328369,9.889948606491089]",False
user06|treadmill_walking|treadmill_walking_4_kmh|A3,user06,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A3,released,,data/trials/user06/treadmill_walking/treadmill_walking_4_kmh/A3.npz,21989.0,13743.0,1237.0,13.743283748626707,True,3.0,"[1.721214771270752,5.7604146003723145,9.80950379371643]",False
user06|treadmill_walking|treadmill_walking_4_kmh|A4,user06,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A4,released,,data/trials/user06/treadmill_walking/treadmill_walking_4_kmh/A4.npz,22029.0,13768.0,1240.0,13.76837396621704,True,3.0,"[1.7056429386138916,5.736166000366211,9.768731832504272]",False
user06|treadmill_walking|treadmill_walking_5_kmh|A1,user06,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A1,released,,data/trials/user06/treadmill_walking/treadmill_walking_5_kmh/A1.npz,21968.0,13730.0,1236.0,13.73001217842102,True,3.0,"[1.6839470863342285,5.719470024108887,9.759819030761719]",False
user06|treadmill_walking|treadmill_walking_5_kmh|A2,user06,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A2,released,,data/trials/user06/treadmill_walking/treadmill_walking_5_kmh/A2.npz,21981.0,13738.0,1237.0,13.73800015449524,True,3.0,"[1.6691651344299316,5.7066261768341064,9.74940299987793]",False
user06|treadmill_walking|treadmill_walking_5_kmh|A3,user06,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A3,released,,data/trials/user06/treadmill_walking/treadmill_walking_5_kmh/A3.npz,22050.0,13781.0,1241.0,13.781387329101562,True,3.0,"[1.7254712581634521,5.770517349243164,9.816198348999023]",False
user06|treadmill_walking|treadmill_walking_5_kmh|A4,user06,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A4,released,,data/trials/user06/treadmill_walking/treadmill_walking_5_kmh/A4.npz,21958.0,13724.0,1236.0,13.72371768951416,True,3.0,"[1.7241954803466797,5.765473365783691,9.809054374694824]",False
user07|functional_action|deadlift|A1,user07,train,functional_action,deadlift,Deadlift,A1,released,,data/trials/user07/functional_action/deadlift/A1.npz,22771.0,14232.0,1281.0,14.23202657699585,True,3.0,"[1.7837095260620117,5.779136419296265,9.835566520690918]",False
user07|functional_action|deadlift|A2,user07,train,functional_action,deadlift,Deadlift,A2,released,,data/trials/user07/functional_action/deadlift/A2.npz,22897.0,14311.0,1288.0,14.31105351448059,True,3.0,"[1.8079233169555664,5.873445272445679,9.817335367202759]",False
user07|functional_action|deadlift|A3,user07,train,functional_action,deadlift,Deadlift,A3,released,,data/trials/user07/functional_action/deadlift/A3.npz,23004.0,14377.0,1294.0,14.377404689788818,True,3.0,"[1.811854362487793,5.8444623947143555,9.894327402114868]",False
user07|functional_action|deadlift|A4,user07,train,functional_action,deadlift,Deadlift,A4,released,,data/trials/user07/functional_action/deadlift/A4.npz,22865.0,14290.0,1287.0,14.29049563407898,True,3.0,"[1.754218339920044,5.801101446151733,9.843571424484253]",False
user07|functional_action|deep_squat|A1,user07,train,functional_action,deep_squat,Deep Squat,A1,released,,data/trials/user07/functional_action/deep_squat/A1.npz,22980.0,14363.0,1293.0,14.36253046989441,True,3.0,"[1.8427774906158447,5.903539419174194,9.866838455200195]",False
user07|functional_action|deep_squat|A2,user07,train,functional_action,deep_squat,Deep Squat,A2,released,,data/trials/user07/functional_action/deep_squat/A2.npz,22991.0,14369.0,1294.0,14.36919093132019,True,3.0,"[1.8260517120361328,5.8887107372283936,9.840093851089478]",False
user07|functional_action|deep_squat|A3,user07,train,functional_action,deep_squat,Deep Squat,A3,released,,data/trials/user07/functional_action/deep_squat/A3.npz,22914.0,14321.0,1289.0,14.32094407081604,True,3.0,"[1.8355638980865479,5.866423845291138,9.920943975448608]",False
user07|functional_action|deep_squat|A4,user07,train,functional_action,deep_squat,Deep Squat,A4,released,,data/trials/user07/functional_action/deep_squat/A4.npz,22982.0,14364.0,1293.0,14.36369490623474,True,3.0,"[2.0482397079467773,6.0972065925598145,10.048561811447144]",False
user07|functional_action|forward_lunge|A1,user07,train,functional_action,forward_lunge,Forward Lunge,A1,released,,data/trials/user07/functional_action/forward_lunge/A1.npz,22874.0,14296.0,1287.0,14.296322345733644,True,3.0,"[1.807373285293579,5.841414213180542,9.890130281448364]",False
user07|functional_action|forward_lunge|A2,user07,train,functional_action,forward_lunge,Forward Lunge,A2,released,,data/trials/user07/functional_action/forward_lunge/A2.npz,22946.0,14341.0,1291.0,14.341102123260498,True,3.0,"[1.8622398376464844,5.919834852218628,9.87503695487976]",False
user07|functional_action|forward_lunge|A3,user07,train,functional_action,forward_lunge,Forward Lunge,A3,released,,data/trials/user07/functional_action/forward_lunge/A3.npz,22988.0,14367.0,1294.0,14.367439270019531,True,3.0,"[1.8309693336486816,5.875343322753906,9.918097257614136]",False
user07|functional_action|forward_lunge|A4,user07,train,functional_action,forward_lunge,Forward Lunge,A4,released,,data/trials/user07/functional_action/forward_lunge/A4.npz,22912.0,14320.0,1289.0,14.319824695587158,True,3.0,"[1.7603874206542969,5.808493614196777,9.762231588363647]",False
user07|functional_action|heel_raise|A1,user07,train,functional_action,heel_raise,Heel Raise,A1,released,,data/trials/user07/functional_action/heel_raise/A1.npz,22853.0,14283.0,1286.0,14.282692193984984,True,3.0,"[1.8079161643981934,5.853463172912598,9.809631109237671]",False
user07|functional_action|heel_raise|A2,user07,train,functional_action,heel_raise,Heel Raise,A2,released,,data/trials/user07/functional_action/heel_raise/A2.npz,23013.0,14383.0,1295.0,14.382882118225098,True,3.0,"[1.8379900455474854,5.883646011352539,9.833402872085571]",False
user07|functional_action|heel_raise|A3,user07,train,functional_action,heel_raise,Heel Raise,A3,released,,data/trials/user07/functional_action/heel_raise/A3.npz,22951.0,14344.0,1291.0,14.344502925872805,True,3.0,"[1.8388407230377197,5.87946081161499,9.836537837982178]",False
user07|functional_action|heel_raise|A4,user07,train,functional_action,heel_raise,Heel Raise,A4,released,,data/trials/user07/functional_action/heel_raise/A4.npz,22834.0,14271.0,1285.0,14.271430492401125,True,3.0,"[1.8252854347229004,5.888934373855591,9.846063375473022]",False
user07|functional_action|left_lunge|A1,user07,train,functional_action,left_lunge,Left Lunge,A1,released,,data/trials/user07/functional_action/left_lunge/A1.npz,22981.0,14363.0,1293.0,14.363149404525757,True,3.0,"[2.0827524662017822,6.1311023235321045,10.132618427276611]",False
user07|functional_action|left_lunge|A2,user07,train,functional_action,left_lunge,Left Lunge,A2,released,,data/trials/user07/functional_action/left_lunge/A2.npz,22897.0,14311.0,1288.0,14.310612916946411,True,3.0,"[1.8408727645874023,5.896443843841553,9.851960897445679]",False
user07|functional_action|left_lunge|A3,user07,train,functional_action,left_lunge,Left Lunge,A3,released,,data/trials/user07/functional_action/left_lunge/A3.npz,22972.0,14358.0,1293.0,14.357762336730955,True,3.0,"[1.8212010860443115,5.858481168746948,9.911285161972046]",False
user07|functional_action|left_lunge|A4,user07,train,functional_action,left_lunge,Left Lunge,A4,released,,data/trials/user07/functional_action/left_lunge/A4.npz,22925.0,14328.0,1290.0,14.32841157913208,True,3.0,"[1.789546251296997,5.835301399230957,9.794413328170776]",False
user07|functional_action|quiet_sit|A1,user07,train,functional_action,quiet_sit,Quiet Sit,A1,released,,data/trials/user07/functional_action/quiet_sit/A1.npz,22939.0,14337.0,1291.0,14.33709955215454,True,3.0,"[1.903449535369873,5.8989434242248535,9.949326515197754]",False
user07|functional_action|quiet_sit|A2,user07,train,functional_action,quiet_sit,Quiet Sit,A2,released,,data/trials/user07/functional_action/quiet_sit/A2.npz,22936.0,14335.0,1291.0,14.334903717041016,True,3.0,"[1.8662915229797363,5.919944524765015,9.860514640808105]",False
user07|functional_action|quiet_sit|A3,user07,train,functional_action,quiet_sit,Quiet Sit,A3,released,,data/trials/user07/functional_action/quiet_sit/A3.npz,23005.0,14378.0,1294.0,14.378101110458374,True,3.0,"[1.7793781757354736,5.828175067901611,9.780224084854126]",False
user07|functional_action|quiet_sit|A4,user07,train,functional_action,quiet_sit,Quiet Sit,A4,released,,data/trials/user07/functional_action/quiet_sit/A4.npz,22854.0,14284.0,1286.0,14.28384280204773,True,3.0,"[1.793182611465454,5.841306686401367,9.789365768432617]",False
user07|functional_action|quiet_stand|A1,user07,train,functional_action,quiet_stand,Quiet Stand,A1,released,,data/trials/user07/functional_action/quiet_stand/A1.npz,22873.0,14296.0,1287.0,14.295718908309937,True,3.0,"[1.8412139415740967,5.877863883972168,9.920538902282715]",False
user07|functional_action|quiet_stand|A2,user07,train,functional_action,quiet_stand,Quiet Stand,A2,released,,data/trials/user07/functional_action/quiet_stand/A2.npz,23011.0,14381.0,1295.0,14.381697177886965,True,3.0,"[1.8112280368804932,5.857325077056885,9.898982048034668]",False
user07|functional_action|quiet_stand|A3,user07,train,functional_action,quiet_stand,Quiet Stand,A3,released,,data/trials/user07/functional_action/quiet_stand/A3.npz,22865.0,14291.0,1287.0,14.291163682937622,True,3.0,"[1.8408117294311523,5.883629560470581,9.91923475265503]",False
user07|functional_action|quiet_stand|A4,user07,train,functional_action,quiet_stand,Quiet Stand,A4,released,,data/trials/user07/functional_action/quiet_stand/A4.npz,22827.0,14267.0,1284.0,14.266781330108644,True,3.0,"[1.8593363761901855,5.9113123416900635,9.85750436782837]",False
user07|functional_action|single_leg_stance|A1,user07,train,functional_action,single_leg_stance,Single-leg Stance,A1,released,,data/trials/user07/functional_action/single_leg_stance/A1.npz,23013.0,14383.0,1295.0,14.382723093032835,True,3.0,"[1.8146159648895264,5.856720924377441,9.810329914093018]",False
user07|functional_action|single_leg_stance|A2,user07,train,functional_action,single_leg_stance,Single-leg Stance,A2,released,,data/trials/user07/functional_action/single_leg_stance/A2.npz,22925.0,14328.0,1290.0,14.327884197235107,True,3.0,"[1.793199062347412,5.8328258991241455,9.88600492477417]",False
user07|functional_action|single_leg_stance|A3,user07,train,functional_action,single_leg_stance,Single-leg Stance,A3,released,,data/trials/user07/functional_action/single_leg_stance/A3.npz,22984.0,14365.0,1293.0,14.364854097366331,True,3.0,"[1.827125072479248,5.867917060852051,9.868757009506226]",False
user07|functional_action|single_leg_stance|A4,user07,train,functional_action,single_leg_stance,Single-leg Stance,A4,released,,data/trials/user07/functional_action/single_leg_stance/A4.npz,22912.0,14320.0,1289.0,14.320161819458008,True,3.0,"[1.7905898094177246,5.8216636180877686,9.872925758361816]",False
user07|functional_action|stair_ascent|A1,user07,train,functional_action,stair_ascent,Stair Ascent,A1,released,,data/trials/user07/functional_action/stair_ascent/A1.npz,22964.0,14353.0,1292.0,14.352637529373167,True,3.0,"[1.7919445037841797,5.801040410995483,9.855504274368286]",False
user07|functional_action|stair_ascent|A2,user07,train,functional_action,stair_ascent,Stair Ascent,A2,released,,data/trials/user07/functional_action/stair_ascent/A2.npz,22887.0,14304.0,1288.0,14.30464243888855,True,3.0,"[1.8065433502197266,5.849038362503052,9.888126373291016]",False
user07|functional_action|stair_ascent|A3,user07,train,functional_action,stair_ascent,Stair Ascent,A3,released,,data/trials/user07/functional_action/stair_ascent/A3.npz,22882.0,14301.0,1288.0,14.301224708557127,True,3.0,"[1.8021275997161865,5.843615531921387,9.892080545425415]",False
